OBJECTID,ZIP_CODE,PO_NAME,STATE,POPULATION,POP_SQMI,SQMI,SHAPE_Leng,SHAPE_Area,churn_by_zip_code — Sheet1_Total_Customers,churn_by_zip_code — Sheet1_Churned_Customers,churn_by_zip_code — Sheet1_Churn_Proportion
"33","90001",Los Angeles,CA,"59907",16970.819999999999709,3.530000000000000,44694.660694897153007,98280502.070388346910477,"5","2",0.4
"34","90002",Los Angeles,CA,"53573",17281.610000000000582,3.100000000000000,44705.841112437185075,86562437.386869102716446,"5","1",0.2
"35","90003",Los Angeles,CA,"71967",20503.419999999998254,3.510000000000000,52236.412174259341555,97919865.805146276950836,"5","1",0.2
"36","90004",Los Angeles,CA,"63987",20508.650000000001455,3.120000000000000,43950.392481040464190,86893584.759251415729523,"5","2",0.4
"37","90005",Los Angeles,CA,"41844",26823.080000000001746,1.560000000000000,43301.531459437544981,43528162.402137823402882,"5","3",0.6
"38","90006",Los Angeles,CA,"61184",32718.720000000001164,1.870000000000000,30272.576865096511028,52171333.606810949742794,"5","1",0.2
"39","90007",Los Angeles,CA,"45381",17937.150000000001455,2.530000000000000,55302.789823453400459,70469350.538303926587105,"5","2",0.4
"40","90008",Los Angeles,CA,"34600",9801.700000000000728,3.530000000000000,59629.627324880180822,98534901.479960903525352,"5","0",0
"41","90011",Los Angeles,CA,"110888",25433.029999999998836,4.360000000000001,44495.010253961299895,121550568.591907933354378,"5","1",0.2
"42","90012",Los Angeles,CA,"35157",9553.530000000000655,3.680000000000000,55612.295530112038250,102580904.536080330610275,"5","1",0.2
"43","90013",Los Angeles,CA,"15110",21898.549999999999272,0.690000000000000,22063.769076886477706,19288860.305764902383089,"5","2",0.4
"44","90014",Los Angeles,CA,"9183",32796.430000000000291,0.280000000000000,11938.934436906163683,7938350.418824426829815,"5","2",0.4
"45","90015",Los Angeles,CA,"20971",12557.489999999999782,1.670000000000000,35450.374204204657872,46648045.750725768506527,"5","1",0.2
"46","90016",Los Angeles,CA,"48816",13485.079999999999927,3.620000000000000,59399.833479631357477,100861033.794217765331268,"5","2",0.4
"47","90017",Los Angeles,CA,"29243",40058.900000000001455,0.730000000000000,20524.301015342494793,20235055.451839845627546,"5","2",0.4
"48","90018",Los Angeles,CA,"52217",16790.029999999998836,3.110000000000000,47005.525999437544669,86748032.815373659133911,"5","0",0
"49","90019",Los Angeles,CA,"67126",16781.500000000000000,4.000000000000000,59484.147857294163259,111587542.258567109704018,"5","1",0.2
"50","90020",Los Angeles,CA,"40985",36923.419999999998254,1.110000000000000,36293.191777319356333,30878068.031325642019510,"5","5",1
"51","90021",Los Angeles,CA,"3249",1600.490000000000009,2.030000000000000,34945.996226024202770,56479439.989000372588634,"5","0",0
"52","90022",Los Angeles,CA,"69422",16334.590000000000146,4.250000000000000,57235.368838154703553,118495643.684019461274147,"5","1",0.2
"53","90023",Los Angeles,CA,"48275",11494.049999999999272,4.200000000000000,70120.666206150650396,117050259.898967906832695,"5","2",0.4
"54","90024",Los Angeles,CA,"49209",16737.759999999998399,2.940000000000000,65073.429853608642588,81977970.111783012747765,"5","3",0.6
"55","90025",Los Angeles,CA,"44958",16651.110000000000582,2.700000000000000,48729.926371419693169,75207350.536129668354988,"5","1",0.2
"56","90026",Los Angeles,CA,"70375",17248.770000000000437,4.080000000000000,66615.127914266122389,113787138.406456857919693,"5","1",0.2
"57","90027",Los Angeles,CA,"48436",5878.159999999999854,8.240000000000000,92602.917187299390207,229782348.696000754833221,"5","2",0.4
"58","90028",Los Angeles,CA,"29458",19380.259999999998399,1.520000000000000,33206.437633230008942,42360914.539950810372829,"5","4",0.8
"59","90029",Los Angeles,CA,"39016",29116.419999999998254,1.340000000000000,28280.317131941967091,37546096.862661361694336,"5","2",0.4
"60","90031",Los Angeles,CA,"41313",10225.989999999999782,4.040000000000000,80601.950264072700520,112601109.444886028766632,"5","1",0.2
"61","90032",Los Angeles,CA,"48135",10285.260000000000218,4.680000000000000,65105.548913499245828,130438388.091095522046089,"5","1",0.2
"62","90033",Los Angeles,CA,"50015",16616.279999999998836,3.010000000000000,48320.722562940885837,83885115.884993270039558,"5","1",0.2
"63","90034",Los Angeles,CA,"60991",19059.689999999998690,3.200000000000000,57685.199272427889809,89275336.935053437948227,"5","0",0
"64","90035",Los Angeles,CA,"29887",14231.899999999999636,2.100000000000000,42160.776122116840270,58438545.470800653100014,"5","0",0
"65","90036",Los Angeles,CA,"40160",16663.900000000001455,2.410000000000000,36128.425132206328271,67210560.413652181625366,"5","1",0.2
"66","90037",Los Angeles,CA,"64271",23371.270000000000437,2.750000000000000,41122.840983662405051,76675809.194787889719009,"5","2",0.4
"67","90038",Los Angeles,CA,"30618",20276.819999999999709,1.510000000000000,30346.291656373410660,42200794.693709015846252,"5","1",0.2
"68","90039",Los Angeles,CA,"29654",7507.340000000000146,3.950000000000000,73931.095430204470176,110240422.931873306632042,"5","2",0.4
"69","90040",Los Angeles,CA,"12559",2195.630000000000109,5.720000000000000,80619.417854357699980,159386800.325757890939713,"5","0",0
"70","90041",Los Angeles,CA,"29001",8169.300000000000182,3.550000000000000,66223.846526508685201,98835688.901472657918930,"5","2",0.4
"71","90042",Los Angeles,CA,"63499",14497.489999999999782,4.380000000000000,73254.017645293963142,122114576.593807458877563,"5","2",0.4
"72","90043",Los Angeles,CA,"46249",11225.489999999999782,4.120000000000000,56968.427277478840551,114714672.698311403393745,"5","1",0.2
"73","90044",Los Angeles,CA,"92776",18191.369999999998981,5.100000000000000,66633.965063264506171,142181472.143002629280090,"5","1",0.2
"74","90045",Los Angeles,CA,"41163",3731.909999999999854,11.029999999999999,95879.580882012858638,307662807.340449512004852,"5","1",0.2
"75","90046",Los Angeles,CA,"51342",9334.909999999999854,5.500000000000000,74591.191580762708327,153343961.894832521677017,"5","0",0
"76","90047",Los Angeles,CA,"51920",10661.190000000000509,4.870000000000000,68185.402850250306074,135681594.898994594812393,"5","1",0.2
"77","90048",Los Angeles,CA,"22598",11769.790000000000873,1.920000000000000,36901.781519837619271,53351865.837026715278625,"5","2",0.4
"78","90049",Los Angeles,CA,"37347",2489.800000000000182,15.000000000000000,114523.192664179834537,418315804.693911671638489,"5","2",0.4
"79","90056",Los Angeles,CA,"7298",2966.670000000000073,2.460000000000000,58114.346742961512064,68709773.151076838374138,"5","3",0.6
"80","90057",Los Angeles,CA,"45010",51147.730000000003201,0.880000000000000,22543.060494951954752,24611703.913586266338825,"5","1",0.2
"81","90058",Los Angeles,CA,"3702",622.179999999999950,5.950000000000000,86570.635630312419380,165953289.331566810607910,"5","2",0.4
"82","90059",Los Angeles,CA,"44147",13138.989999999999782,3.360000000000000,59983.310240538892685,93556304.924688965082169,"5","3",0.6
"83","90061",Los Angeles,CA,"28796",11075.379999999999200,2.600000000000000,44004.949620392602810,72502354.328362673521042,"5","1",0.2
"84","90062",Los Angeles,CA,"32294",17177.659999999999854,1.880000000000000,37159.680430589360185,52347153.324980318546295,"5","3",0.6
"85","90063",Los Angeles,CA,"57895",15861.639999999999418,3.650000000000000,57084.421478631440550,101915476.925880759954453,"5","2",0.4
"86","90064",Los Angeles,CA,"26366",6902.090000000000146,3.820000000000000,55208.992943122808356,106415653.368467599153519,"5","0",0
"87","90065",Los Angeles,CA,"46970",8571.170000000000073,5.480000000000000,79907.421177303403965,152861349.292934954166412,"5","1",0.2
"88","90066",Los Angeles,CA,"56244",11741.959999999999127,4.790000000000000,61926.718029833740729,133518425.383939743041992,"5","2",0.4
"89","90067",Los Angeles,CA,"2823",8554.549999999999272,0.330000000000000,17230.100597418859252,9122025.099124869331717,"5","0",0
"90","90068",Los Angeles,CA,"23883",2977.929999999999836,8.020000000000000,103806.931718675798038,223718198.055598467588425,"5","1",0.2
"91","90069",West Hollywood,CA,"21253",9749.079999999999927,2.180000000000000,38060.304495602322277,60873312.589164391160011,"5","1",0.2
"92","90071",Los Angeles,CA,"17",130.770000000000010,0.130000000000000,7710.149842213666489,3529115.731372437439859,"5","2",0.4
"94","90077",Los Angeles,CA,"9652",1297.309999999999945,7.440000000000000,82212.710049092769623,207463599.004746735095978,"5","0",0
"98","90201",Bell Gardens,CA,"104501",17330.180000000000291,6.030000000000000,85764.804184977576369,168138700.672857850790024,"5","0",0
"99","90210",Beverly Hills,CA,"22330",2071.429999999999836,10.779999999999999,98500.135234459812636,300430903.730846941471100,"5","0",0
"100","90211",Beverly Hills,CA,"8795",13126.870000000000800,0.670000000000000,23228.914588148669282,18680860.176199037581682,"5","1",0.2
"101","90212",Beverly Hills,CA,"12000",13186.809999999999491,0.910000000000000,25170.535177749370632,25309981.623777270317078,"5","0",0
"102","90220",Compton,CA,"50970",7199.149999999999636,7.080000000000000,71987.444358353866846,197315552.057226330041885,"5","0",0
"103","90221",Compton,CA,"55395",10071.819999999999709,5.500000000000000,84483.304131784185302,153252672.300117671489716,"5","2",0.4
"104","90222",Compton,CA,"32860",12687.260000000000218,2.590000000000000,39257.510014385850809,72071450.007816314697266,"5","0",0
"105","90230",Culver City,CA,"32607",9185.069999999999709,3.550000000000000,65201.548633718732162,98893610.026651322841644,"5","2",0.4
"106","90232",Culver City,CA,"17190",7377.680000000000291,2.330000000000000,57858.503929594080546,64934271.270089969038963,"5","1",0.2
"107","90240",Downey,CA,"25709",8774.399999999999636,2.930000000000000,43765.491232061242044,81638264.064932748675346,"5","1",0.2
"108","90241",Downey,CA,"44730",9018.149999999999636,4.960000000000000,72352.172749712713994,138181302.651061236858368,"5","1",0.2
"109","90242",Downey,CA,"46125",10093.000000000000000,4.570000000000000,66381.504193328553811,127332109.825654298067093,"5","1",0.2
"110","90245",El Segundo,CA,"17492",3191.969999999999800,5.480000000000000,58221.085968337276427,152698650.431013643741608,"5","1",0.2
"111","90247",Gardena,CA,"49363",13269.620000000000800,3.720000000000000,50567.759517631202471,103601050.289756685495377,"5","0",0
"112","90248",Gardena,CA,"11129",2500.900000000000091,4.450000000000000,80355.577755879217875,123940027.852132007479668,"5","1",0.2
"113","90249",Gardena,CA,"28820",9736.489999999999782,2.960000000000000,42284.164312839224294,82483077.401421427726746,"5","0",0
"114","90250",Hawthorne,CA,"97327",14397.489999999999782,6.760000000000000,80096.129120301993680,188380569.869537860155106,"5","1",0.2
"115","90254",Hermosa Beach,CA,"20326",13460.930000000000291,1.510000000000000,30544.691392877142789,42134753.695643089711666,"5","3",0.6
"116","90255",Huntington Park,CA,"77158",20412.169999999998254,3.780000000000000,71941.462229841214139,105402367.161486938595772,"5","3",0.6
"117","90260",Lawndale,CA,"35474",13857.030000000000655,2.560000000000000,47602.751818120807002,71361904.546700507402420,"5","2",0.4
"118","90262",Lynwood,CA,"73768",15432.639999999999418,4.780000000000000,73787.882356383750448,133114924.568509444594383,"5","2",0.4
"119","90263",Malibu,CA,"1711",7439.130000000000109,0.230000000000000,13291.218694011611660,6508837.122368317097425,"5","1",0.2
"120","90265",Malibu,CA,"19624",207.599999999999994,94.530000000000001,444621.353947183233686,2635647257.346496582031250,"5","1",0.2
"121","90266",Manhattan Beach,CA,"35705",8881.840000000000146,4.020000000000000,51067.709021463553654,111975477.782327845692635,"5","0",0
"122","90270",Maywood,CA,"27890",23635.590000000000146,1.180000000000000,33320.618966820817150,32820343.234722264111042,"5","0",0
"123","90272",Pacific Palisades,CA,"23802",961.700000000000045,24.750000000000000,133963.930248573538847,690048187.133057713508606,"5","2",0.4
"124","90274",Palos Verdes Peninsula,CA,"26239",2188.409999999999854,11.990000000000000,188927.989198684575967,334365759.238360047340393,"5","0",0
"125","90275",Rancho Palos Verdes,CA,"43758",3246.139999999999873,13.480000000000000,207099.759022919432027,375736134.770819008350372,"5","0",0
"126","90277",Redondo Beach,CA,"37077",10185.989999999999782,3.640000000000000,79404.399248090863694,101606649.941355094313622,"5","1",0.2
"127","90278",Redondo Beach,CA,"41693",11646.090000000000146,3.580000000000000,53635.755986049291096,99768999.629846483469009,"5","0",0
"128","90280",South Gate,CA,"97188",12704.309999999999491,7.650000000000000,109191.594891684901086,213131394.764799654483795,"5","0",0
"129","90290",Topanga,CA,"7084",380.860000000000014,18.600000000000001,147329.689117665460799,518615231.235075414180756,"5","1",0.2
"130","90291",Venice,CA,"30009",11586.489999999999782,2.590000000000000,37724.421192956229788,72047594.591022461652756,"5","1",0.2
"131","90292",Marina del Rey,CA,"24552",11636.020000000000437,2.110000000000000,88824.854571127230884,59005650.230620943009853,"5","3",0.6
"132","90293",Playa del Rey,CA,"11137",4350.390000000000327,2.560000000000000,68749.639923243070371,71391841.785258606076241,"5","0",0
"133","90301",Inglewood,CA,"38429",15070.200000000000728,2.550000000000000,40458.922480316905421,70829096.855899497866631,"5","1",0.2
"134","90302",Inglewood,CA,"30852",16237.889999999999418,1.900000000000000,40633.163000342552550,52890607.852060131728649,"5","1",0.2
"135","90303",Inglewood,CA,"25834",14116.940000000000509,1.830000000000000,31925.029262330386700,50855567.975486904382706,"5","2",0.4
"136","90304",Inglewood,CA,"29788",17837.130000000001019,1.670000000000000,36240.132825417924323,46591788.141751497983932,"5","1",0.2
"137","90305",Inglewood,CA,"14442",5470.449999999999818,2.640000000000000,38926.980950459350424,73710552.056675314903259,"5","0",0
"138","90401",Santa Monica,CA,"7938",9230.229999999999563,0.860000000000000,23700.815280498078209,23887709.013443518429995,"5","0",0
"139","90402",Santa Monica,CA,"13154",6643.430000000000291,1.980000000000000,45041.669290713674854,55188458.049898765981197,"5","1",0.2
"140","90403",Santa Monica,CA,"25759",18531.650000000001455,1.390000000000000,35063.275162745878333,38689588.787976607680321,"5","2",0.4
"141","90404",Santa Monica,CA,"22739",11201.479999999999563,2.030000000000000,33458.839834664162481,56609923.920335128903389,"5","0",0
"142","90405",Santa Monica,CA,"27605",10416.979999999999563,2.650000000000000,39369.729197797685629,73809125.551399976015091,"5","2",0.4
"143","90501",Torrance,CA,"44882",7832.810000000000400,5.730000000000000,61616.344433913174726,159748908.634198635816574,"5","2",0.4
"144","90502",Torrance,CA,"19345",8753.389999999999418,2.210000000000000,44766.008609526325017,61601279.035112336277962,"5","2",0.4
"145","90503",Torrance,CA,"46085",7530.229999999999563,6.120000000000000,53977.902867264267115,170465692.884235560894012,"5","1",0.2
"146","90504",Torrance,CA,"33169",8868.719999999999345,3.740000000000000,43930.931160710773838,104227049.735757768154144,"5","2",0.4
"147","90505",Torrance,CA,"36846",6408.000000000000000,5.750000000000000,60425.830459296397748,160269165.460155576467514,"5","1",0.2
"149","90601",Whittier,CA,"32781",3191.920000000000073,10.270000000000000,151617.648219012189656,286390029.857795238494873,"5","0",0
"150","90602",Whittier,CA,"26246",9241.549999999999272,2.840000000000000,72370.835206343661412,79213636.990905880928040,"5","2",0.4
"151","90603",Whittier,CA,"20798",6302.420000000000073,3.300000000000000,69340.386657730035949,92088371.523593217134476,"5","1",0.2
"152","90604",Whittier,CA,"40860",9371.559999999999491,4.360000000000001,67509.613834579460672,121579005.815603896975517,"5","0",0
"153","90605",Whittier,CA,"42434",7858.149999999999636,5.400000000000000,106503.094109667130397,150627307.606915712356567,"5","1",0.2
"154","90606",Whittier,CA,"33103",8827.469999999999345,3.750000000000000,60766.369067709667434,104478310.945796951651573,"5","1",0.2
"155","90620",Buena Park,CA,"47289",7175.869999999999891,6.590000000000000,100061.797264719469240,183730904.303958415985107,"5","2",0.4
"156","90621",Buena Park,CA,"37454",9386.969999999999345,3.990000000000000,58202.002065705841233,111435524.315487951040268,"5","2",0.4
"157","90623",La Palma,CA,"16095",8700.000000000000000,1.850000000000000,43736.632020777462458,51665980.670890986919403,"5","3",0.6
"158","90630",Cypress,CA,"51841",8374.959999999999127,6.190000000000000,84311.049631368674454,172618774.476478397846222,"5","0",0
"159","90631",La Habra,CA,"71403",5269.590000000000146,13.550000000000001,113081.104854465680546,377722241.364068150520325,"5","2",0.4
"160","90638",La Mirada,CA,"50864",6640.210000000000036,7.660000000000000,99860.364314149308484,213592942.120228201150894,"5","0",0
"162","90640",Montebello,CA,"65026",7901.090000000000146,8.230000000000000,93155.074553018203005,229370014.767141789197922,"5","1",0.2
"163","90650",Norwalk,CA,"108958",11163.729999999999563,9.760000000000000,93821.007419298810419,271905449.431509494781494,"5","0",0
"164","90660",Pico Rivera,CA,"65997",7746.130000000000109,8.520000000000000,80750.204016490126378,237587995.126358091831207,"5","2",0.4
"165","90670",Santa Fe Springs,CA,"16210",1898.130000000000109,8.539999999999999,144756.094584830454551,238062701.830859899520874,"5","1",0.2
"166","90680",Stanton,CA,"32542",12188.010000000000218,2.670000000000000,67870.799261655090959,74544403.826592922210693,"5","1",0.2
"167","90701",Artesia,CA,"17167",10729.379999999999200,1.600000000000000,41915.429247548570856,44747118.532556027173996,"5","0",0
"168","90703",Cerritos,CA,"51165",5768.319999999999709,8.869999999999999,120629.789923896503751,247264308.320656418800354,"5","1",0.2
"169","90704",Avalon,CA,"4259",32.200000000000003,132.280000000000001,636894.440457148943096,3687974973.604594230651855,"5","2",0.4
"170","90706",Bellflower,CA,"79673",12912.969999999999345,6.170000000000000,59399.679761357256211,172008577.285424351692200,"5","2",0.4
"171","90710",Harbor City,CA,"26799",11501.719999999999345,2.330000000000000,40732.520267975975003,65032634.567278318107128,"5","2",0.4
"172","90712",Lakewood,CA,"31831",7234.319999999999709,4.400000000000001,61987.547341789242637,122471336.679590702056885,"5","4",0.8
"173","90713",Lakewood,CA,"29321",8573.389999999999418,3.420000000000000,44351.404603930008307,95335738.229127705097198,"5","2",0.4
"174","90715",Lakewood,CA,"21743",12641.280000000000655,1.720000000000000,41951.829485443689919,48005956.404445990920067,"5","0",0
"175","90716",Hawaiian Gardens,CA,"14236",14985.260000000000218,0.950000000000000,24905.200077095723827,26567356.229481361806393,"5","1",0.2
"176","90717",Lomita,CA,"22451",10640.280000000000655,2.110000000000000,47063.629527051678451,58771301.377668105065823,"5","2",0.4
"177","90720",Los Alamitos,CA,"22707",3692.199999999999818,6.150000000000000,69087.214068903107545,171490220.648303300142288,"5","1",0.2
"178","90723",Paramount,CA,"55445",11697.260000000000218,4.740000000000000,70330.449950242997147,132250596.596399992704391,"5","1",0.2
"179","90731",San Pedro,CA,"63454",5869.939999999999600,10.810000000000000,235176.912475875433302,301395907.992616772651672,"5","1",0.2
"180","90732",San Pedro,CA,"21864",6625.449999999999818,3.300000000000000,89541.562694146312424,92082271.271691963076591,"5","1",0.2
"181","90740",Seal Beach,CA,"25133",2216.309999999999945,11.340000000000000,156959.885566553886747,316252609.880608320236206,"5","2",0.4
"182","90742",Sunset Beach,CA,"459",2415.789999999999964,0.190000000000000,15110.355319495607546,5433003.274614240974188,"5","2",0.4
"183","90743",Surfside,CA,"486",8100.000000000000000,0.060000000000000,7585.165478225542756,1715551.035669315373525,"5","0",0
"184","90744",Wilmington,CA,"55553",6701.210000000000036,8.289999999999999,115273.085451206847210,231093787.641364634037018,"5","0",0
"185","90745",Carson,CA,"59893",6378.380000000000109,9.390000000000001,87328.304487936809892,261579917.533459484577179,"5","2",0.4
"186","90746",Carson,CA,"25314",5306.920000000000073,4.770000000000000,83327.394485978293233,132896625.067204922437668,"5","0",0
"189","90802",Long Beach,CA,"40005",6634.329999999999927,6.030000000000000,179803.010278277826728,168173439.216356903314590,"5","2",0.4
"190","90803",Long Beach,CA,"36879",8213.590000000000146,4.490000000000000,133595.354582742729690,125334048.909571006894112,"5","0",0
"191","90804",Long Beach,CA,"41027",18648.639999999999418,2.200000000000000,49675.587265776397544,61331184.276569016277790,"5","2",0.4
"192","90805",Long Beach,CA,"96109",12814.530000000000655,7.500000000000000,77301.477661609562347,209095625.714086353778839,"5","1",0.2
"193","90806",Long Beach,CA,"44161",11560.469999999999345,3.820000000000000,81230.205645246562199,106480852.478678017854691,"5","0",0
"194","90807",Long Beach,CA,"32830",6362.399999999999636,5.160000000000000,76881.867948835526477,143818981.517561793327332,"5","2",0.4
"195","90808",Long Beach,CA,"39181",5162.189999999999600,7.590000000000000,78062.556819726771209,211774401.618306875228882,"5","2",0.4
"196","90810",Long Beach,CA,"38707",6134.229999999999563,6.310000000000000,64448.177926121490600,176232381.167606204748154,"5","3",0.6
"197","90813",Long Beach,CA,"60804",14866.500000000000000,4.090000000000000,63199.362218922746251,114024673.031935602426529,"5","1",0.2
"198","90814",Long Beach,CA,"18399",13730.600000000000364,1.340000000000000,37739.810148756710987,37181586.111919455230236,"5","1",0.2
"199","90815",Long Beach,CA,"42603",6165.409999999999854,6.910000000000000,81928.111556941119488,192794146.573348134756088,"5","0",0
"200","90822",Long Beach,CA,"-99",-99.000000000000000,0.530000000000000,18601.204435251147515,14796224.380768492817879,"5","1",0.2
"202","91001",Altadena,CA,"37341",4696.979999999999563,7.950000000000000,78010.705385751512949,221356447.851466000080109,"5","1",0.2
"203","91006",Arcadia,CA,"33018",4950.220000000000255,6.670000000000000,127650.989757692601415,185721300.323747873306274,"5","0",0
"204","91007",Arcadia,CA,"33888",6206.590000000000146,5.460000000000000,59457.151410688631586,152263910.063953459262848,"5","1",0.2
"206","91010",Duarte,CA,"27100",4927.270000000000437,5.500000000000000,87727.135451965368702,153311075.411571085453033,"5","2",0.4
"207","91011",La Canada Flintridge,CA,"21000",338.160000000000025,62.100000000000001,334372.192862427677028,1731253694.078468561172485,"5","1",0.2
"208","91016",Monrovia,CA,"42110",2434.099999999999909,17.300000000000001,149383.616305275674677,482223956.855733871459961,"5","1",0.2
"209","91020",Montrose,CA,"8541",11541.889999999999418,0.740000000000000,26384.803422307377332,20658615.756384838372469,"5","1",0.2
"210","91024",Sierra Madre,CA,"11580",3809.210000000000036,3.040000000000000,46853.533899502544955,84678915.392055407166481,"5","1",0.2
"211","91030",South Pasadena,CA,"26837",7756.359999999999673,3.460000000000000,45897.073112490972562,96585087.307277768850327,"5","3",0.6
"212","91040",Sunland,CA,"21278",1498.450000000000045,14.199999999999999,174118.891236433293670,395825196.750469803810120,"5","1",0.2
"213","91042",Tujunga,CA,"29421",464.790000000000020,63.299999999999997,295405.255725719733164,1764653555.330303907394409,"5","3",0.6
"214","91101",Pasadena,CA,"20236",16586.889999999999418,1.220000000000000,28321.765709818260802,33950119.755875021219254,"5","0",0
"215","91103",Pasadena,CA,"29571",5914.199999999999818,5.000000000000000,64878.975688522637938,139495240.896839976310730,"5","2",0.4
"216","91104",Pasadena,CA,"37406",9948.399999999999636,3.760000000000000,47301.059831265913090,104861387.038183793425560,"5","1",0.2
"217","91105",Pasadena,CA,"13200",3243.239999999999782,4.070000000000001,74177.258486423612339,113323408.749429807066917,"5","2",0.4
"218","91106",Pasadena,CA,"24589",8392.149999999999636,2.930000000000000,60425.712980529497145,81684314.288439825177193,"5","1",0.2
"219","91107",Pasadena,CA,"34608",4110.210000000000036,8.420000000000000,93944.329234220887884,234695520.982779949903488,"5","3",0.6
"220","91108",San Marino,CA,"13450",3530.179999999999836,3.810000000000000,62936.071543288351677,106204013.583190858364105,"5","2",0.4
"222","91201",Glendale,CA,"23156",9648.329999999999927,2.400000000000000,44495.174668915540678,66900265.137937501072884,"5","0",0
"223","91202",Glendale,CA,"23586",11449.510000000000218,2.060000000000000,38013.540896349033574,57414310.169888190925121,"5","2",0.4
"224","91203",Glendale,CA,"16479",18726.139999999999418,0.880000000000000,20095.316459922705690,24400901.346376810222864,"5","2",0.4
"225","91204",Glendale,CA,"16778",16132.690000000000509,1.040000000000000,31850.074429974811210,28979184.301568787544966,"5","2",0.4
"226","91205",Glendale,CA,"39737",21249.729999999999563,1.870000000000000,34374.354775768937543,52055833.251960188150406,"5","1",0.2
"227","91206",Glendale,CA,"34384",5969.439999999999600,5.760000000000000,83923.006876827392261,160623898.329868763685226,"5","3",0.6
"228","91207",Glendale,CA,"9796",2040.829999999999927,4.800000000000000,75999.155473503007670,133882869.129006683826447,"5","2",0.4
"229","91208",Glendale,CA,"17479",2246.659999999999854,7.780000000000000,90073.898157168441685,217049658.148364692926407,"5","1",0.2
"231","91214",La Crescenta,CA,"31102",5759.630000000000109,5.400000000000000,57761.914257877811906,150468165.569777876138687,"5","0",0
"232","91301",Agoura Hills,CA,"25182",685.970000000000027,36.710000000000001,200957.489234163775109,1023310727.885171055793762,"5","2",0.4
"233","91302",Calabasas,CA,"27282",1051.730000000000018,25.940000000000001,196364.538248789118370,723233637.902862310409546,"5","0",0
"234","91303",Canoga Park,CA,"28337",13180.000000000000000,2.150000000000000,31118.458024771658529,59854325.830244250595570,"5","1",0.2
"235","91304",Canoga Park,CA,"52208",5638.010000000000218,9.260000000000000,107262.114108212277642,258278726.191133201122284,"5","2",0.4
"236","91306",Winnetka,CA,"46903",10684.049999999999272,4.390000000000000,51647.989251665851043,122310952.811217471957207,"5","1",0.2
"237","91307",West Hills,CA,"24952",1052.829999999999927,23.699999999999999,168562.099006258504232,660797439.896618008613586,"5","0",0
"238","91311",Chatsworth,CA,"38609",1232.730000000000018,31.320000000000000,192484.348861364240292,873253182.344886422157288,"5","1",0.2
"239","91316",Encino,CA,"28808",6622.529999999999745,4.350000000000000,57190.759608785847377,121278275.131135135889053,"5","1",0.2
"240","91320",Newbury Park,CA,"45038",1135.599999999999909,39.659999999999997,230548.561487639351981,1105799546.135959863662720,"5","0",0
"241","91321",Newhall,CA,"37585",1191.279999999999973,31.550000000000001,222887.957923803682206,879540404.322224020957947,"5","1",0.2
"242","91324",Northridge,CA,"29099",7220.600000000000364,4.030000000000000,49095.565119112303364,112433254.381020188331604,"5","1",0.2
"243","91325",Northridge,CA,"34940",7204.119999999999891,4.850000000000000,74085.749908770769252,135317855.291260242462158,"5","1",0.2
"244","91326",Porter Ranch,CA,"36377",4552.819999999999709,7.990000000000000,77033.034420385461999,222844598.899349808692932,"5","1",0.2
"246","91331",Pacoima,CA,"109024",11723.010000000000218,9.300000000000001,79191.497513717986294,259227901.975892275571823,"5","2",0.4
"247","91335",Reseda,CA,"77677",11663.209999999999127,6.660000000000000,54881.560710487210599,185604242.297610789537430,"5","2",0.4
"248","91340",San Fernando,CA,"37229",10399.159999999999854,3.580000000000000,49958.281092305733182,99688442.387172207236290,"5","1",0.2
"249","91342",Sylmar,CA,"96580",1143.910000000000082,84.430000000000007,426895.021776787587442,2353723073.598711490631104,"5","1",0.2
