OBJECTID,ZIP_CODE,PO_NAME,STATE,POPULATION,POP_SQMI,SQMI,SHAPE_Leng,SHAPE_Area,churn_by_zip_code — Sheet1_Total_Customers,churn_by_zip_code — Sheet1_Churned_Customers,churn_by_zip_code — Sheet1_Churn_Proportion
"250","91343",North Hills,CA,"63181",10512.649999999999636,6.010000000000000,56859.397057780515752,167360779.001443415880203,"5","1",0.2
"251","91344",Granada Hills,CA,"52450",3340.760000000000218,15.699999999999999,95585.020981054229196,437859382.474270939826965,"5","1",0.2
"252","91345",Mission Hills,CA,"19383",6252.579999999999927,3.100000000000000,43206.726673412209493,86593153.426305055618286,"5","2",0.4
"253","91350",Santa Clarita,CA,"39026",3032.320000000000164,12.869999999999999,117710.043046442762716,358666173.465243935585022,"5","2",0.4
"254","91351",Canyon Country,CA,"32567",3319.780000000000200,9.810000000000000,101043.645354015548946,273368903.160229980945587,"5","2",0.4
"255","91352",Sun Valley,CA,"50219",3546.539999999999964,14.160000000000000,135030.778211594588356,394627479.622249901294708,"5","1",0.2
"256","91354",Valencia,CA,"31614",5953.670000000000073,5.310000000000000,60211.528136425607954,148152951.031570911407471,"5","1",0.2
"257","91355",Valencia,CA,"35571",1604.470000000000027,22.170000000000002,179342.098783093300881,618079037.800422549247742,"5","2",0.4
"258","91356",Tarzana,CA,"29731",3891.489999999999782,7.640000000000000,72451.274853395167156,213051035.379239290952682,"5","2",0.4
"259","91360",Thousand Oaks,CA,"44472",2951.030000000000200,15.070000000000000,126034.440148071458680,420081327.017267584800720,"5","1",0.2
"260","91361",Westlake Village,CA,"20786",857.509999999999991,24.239999999999998,158446.200555408431683,675747061.437865853309631,"5","1",0.2
"261","91362",Thousand Oaks,CA,"37355",1965.019999999999982,19.010000000000002,109656.747458056590403,529997222.538374543190002,"5","1",0.2
"262","91364",Woodland Hills,CA,"26975",3870.159999999999854,6.970000000000000,76701.189769481759868,194187198.033809453248978,"5","0",0
"263","91367",Woodland Hills,CA,"43670",5893.390000000000327,7.410000000000000,91633.273234878288349,206457889.541635930538177,"5","1",0.2
"265","91377",Oak Park,CA,"14245",2394.119999999999891,5.950000000000000,56481.993971244555723,165811244.180094510316849,"5","0",0
"266","91381",Stevenson Ranch,CA,"19887",649.690000000000055,30.609999999999999,190477.761965647310717,853442715.872072100639343,"5","2",0.4
"267","91384",Castaic,CA,"30933",159.310000000000002,194.169999999999987,383342.161216708889697,5413157961.675545692443848,"5","2",0.4
"270","91401",Van Nuys,CA,"41603",11719.149999999999636,3.550000000000000,43383.076745185666368,99048609.243890151381493,"5","1",0.2
"271","91402",Panorama City,CA,"74276",19546.319999999999709,3.800000000000000,51762.679065943157184,105926915.939931094646454,"5","4",0.8
"272","91403",Sherman Oaks,CA,"23147",6689.880000000000109,3.460000000000000,58208.234624839140452,96569234.904006943106651,"5","1",0.2
"273","91405",Van Nuys,CA,"52897",16686.750000000000000,3.170000000000000,41352.973331189845339,88528837.389027819037437,"5","0",0
"274","91406",Van Nuys,CA,"55068",6723.810000000000400,8.190000000000000,69346.189522379441769,228338564.948957890272141,"5","0",0
"275","91411",Van Nuys,CA,"26030",12514.420000000000073,2.080000000000000,34867.875855631260492,58024327.734399616718292,"5","3",0.6
"276","91423",Sherman Oaks,CA,"31247",7387.000000000000000,4.230000000000002,68976.096030135522597,117869731.515162810683250,"5","3",0.6
"277","91436",Encino,CA,"14216",2163.769999999999982,6.570000000000000,84872.178882993976003,183122930.594174861907959,"5","0",0
"278","91501",Burbank,CA,"21207",4550.859999999999673,4.660000000000000,58341.974336586550635,129835182.306772589683533,"5","3",0.6
"279","91502",Burbank,CA,"12752",8501.329999999999927,1.500000000000000,42727.877505069998733,41901583.036977931857109,"5","2",0.4
"280","91504",Burbank,CA,"26645",6467.229999999999563,4.120000000000000,52416.972152631351491,114972019.443552598357201,"5","1",0.2
"281","91505",Burbank,CA,"32686",6657.029999999999745,4.910000000000000,81889.783345223826473,137005715.825617104768753,"5","0",0
"282","91506",Burbank,CA,"19294",7656.350000000000364,2.520000000000000,40882.803623514570063,70223593.070705637335777,"5","0",0
"286","91601",North Hollywood,CA,"39611",14725.280000000000655,2.690000000000000,37514.324810684564000,74949673.001021713018417,"5","4",0.8
"287","91602",North Hollywood,CA,"17784",9027.409999999999854,1.970000000000000,38181.740708032120892,54982423.868953742086887,"5","0",0
"288","91604",Studio City,CA,"30190",6098.989999999999782,4.950000000000000,75269.414898851100588,137998520.426867485046387,"5","0",0
"289","91605",North Hollywood,CA,"57864",10856.290000000000873,5.330000000000000,55340.024804463821056,148485333.679544866085052,"5","4",0.8
"290","91606",North Hollywood,CA,"46594",14076.739999999999782,3.310000000000000,46977.579512820564560,92418985.067476958036423,"5","1",0.2
"291","91607",Valley Village,CA,"31927",12327.030000000000655,2.590000000000000,36554.889267116901465,72247824.247263401746750,"5","1",0.2
"293","91701",Rancho Cucamonga,CA,"40464",5453.369999999999891,7.420000000000000,94985.908830986387329,206821533.227802485227585,"5","0",0
"294","91702",Azusa,CA,"63465",906.769999999999982,69.989999999999995,390218.989147385116667,1951233767.140329122543335,"5","1",0.2
"295","91706",Baldwin Park,CA,"78906",5140.460000000000036,15.350000000000000,122962.113687762845075,428112992.524666070938110,"5","0",0
"297","91709",Chino Hills,CA,"78366",1760.240000000000009,44.520000000000003,177303.521424284961540,1241115672.804491996765137,"5","0",0
"298","91710",Chino,CA,"84517",3907.400000000000091,21.629999999999999,176545.669451583002228,602797018.167129397392273,"5","2",0.4
"299","91711",Claremont,CA,"38403",2776.789999999999964,13.830000000000000,121986.768772667855956,385563518.343622505664825,"5","2",0.4
"300","91722",Covina,CA,"37549",8592.450000000000728,4.370000000000000,74922.705523113007075,121789324.101175174117088,"5","2",0.4
"301","91723",Covina,CA,"18895",8788.370000000000800,2.150000000000000,37150.106665459956275,60064919.895604148507118,"5","1",0.2
"302","91724",Covina,CA,"27658",4383.199999999999818,6.310000000000000,107932.965829059932730,175939818.127165645360947,"5","0",0
"303","91730",Rancho Cucamonga,CA,"68858",4862.850000000000364,14.160000000000000,97738.224110974973883,394635098.436429023742676,"5","1",0.2
"304","91731",El Monte,CA,"29514",7976.760000000000218,3.700000000000000,70910.540201222844189,103251664.791391685605049,"5","3",0.6
"305","91732",El Monte,CA,"64867",13513.959999999999127,4.800000000000000,70286.622028494006372,133715266.966497853398323,"5","3",0.6
"306","91733",South El Monte,CA,"46107",6596.140000000000327,6.990000000000000,74656.072630924420082,194967364.156083762645721,"5","1",0.2
"307","91737",Rancho Cucamonga,CA,"24644",3490.650000000000091,7.060000000000000,72764.973105680110166,196776437.995596885681152,"5","2",0.4
"308","91739",Rancho Cucamonga,CA,"40672",2979.630000000000109,13.650000000000000,110582.680348704758217,380640535.506298482418060,"5","1",0.2
"309","91740",Glendora,CA,"26538",5540.289999999999964,4.790000000000000,64287.315215683513088,133551939.108368173241615,"5","1",0.2
"310","91741",Glendora,CA,"27280",1709.269999999999982,15.960000000000001,108603.230884484655689,444892814.575722455978394,"5","1",0.2
"311","91744",La Puente,CA,"87071",10101.040000000000873,8.619999999999999,108802.450770428738906,240240025.704639434814453,"5","4",0.8
"312","91745",Hacienda Heights,CA,"55799",3710.039999999999964,15.039999999999999,119423.596112233499298,419407133.447910487651825,"5","1",0.2
"313","91746",La Puente,CA,"31934",5093.140000000000327,6.270000000000000,108677.411315674049547,174692479.391106665134430,"5","3",0.6
"314","91748",Rowland Heights,CA,"46811",3131.170000000000073,14.949999999999999,114401.314816562909982,416823648.304210722446442,"5","3",0.6
"315","91750",La Verne,CA,"34749",2023.819999999999936,17.170000000000002,186484.565843011718243,478698541.632570087909698,"5","0",0
"316","91752",Mira Loma,CA,"35334",2326.139999999999873,15.190000000000000,103132.911631482973462,423347332.373673141002655,"5","1",0.2
"317","91754",Monterey Park,CA,"34319",7240.300000000000182,4.740000000000000,65357.362150508539344,132118684.718693122267723,"5","1",0.2
"318","91755",Monterey Park,CA,"27739",8280.299999999999272,3.350000000000000,50264.344176614227763,93457632.679548427462578,"5","0",0
"319","91759",Mt Baldy,CA,"571",6.850000000000000,83.370000000000005,326183.632557426230051,2324134930.347330093383789,"5","0",0
"320","91761",Ontario,CA,"60446",2067.239999999999782,29.239999999999998,134258.381800482195104,815083249.025284051895142,"5","1",0.2
"321","91762",Ontario,CA,"58717",4421.460000000000036,13.279999999999999,193902.581771660945378,370355123.959591209888458,"5","1",0.2
"322","91763",Montclair,CA,"38799",7362.239999999999782,5.270000000000000,74098.398191847867565,146957159.125139594078064,"5","1",0.2
"323","91764",Ontario,CA,"58584",7268.489999999999782,8.060000000000000,95201.956698657348170,224771221.702993005514145,"5","2",0.4
"324","91765",Diamond Bar,CA,"48850",2580.559999999999945,18.930000000000000,139580.872960384062026,527767847.698973178863525,"5","0",0
"325","91766",Pomona,CA,"74605",7393.949999999999818,10.090000000000000,86027.530201581990696,281394034.830932796001434,"5","1",0.2
"326","91767",Pomona,CA,"51243",9117.969999999999345,5.620000000000000,72389.274975007385365,156734535.749006718397141,"5","2",0.4
"327","91768",Pomona,CA,"34982",4467.689999999999600,7.830000000000000,100854.145665459771408,218427019.615003079175949,"5","2",0.4
"328","91770",Rosemead,CA,"65992",9938.549999999999272,6.640000000000000,80746.627284441943630,185145316.268423050642014,"5","3",0.6
"329","91773",San Dimas,CA,"34343",2252.000000000000000,15.250000000000000,172055.657162314921152,425077560.074695289134979,"5","4",0.8
"330","91775",San Gabriel,CA,"25279",7924.449999999999818,3.190000000000000,52903.753362109098816,88796992.381898567080498,"5","2",0.4
"331","91776",San Gabriel,CA,"38816",11382.989999999999782,3.410000000000000,50958.320642481980030,95188051.024437233805656,"5","1",0.2
"332","91780",Temple City,CA,"37255",9727.149999999999636,3.830000000000000,60173.557807909302937,106861569.668188929557800,"5","0",0
"333","91784",Upland,CA,"27357",2935.300000000000182,9.320000000000000,79702.118580236172420,259838094.990349203348160,"5","0",0
"334","91786",Upland,CA,"53723",5727.399999999999636,9.380000000000001,87392.007089536287822,261624295.488949567079544,"5","0",0
"335","91789",Walnut,CA,"44795",2906.880000000000109,15.410000000000000,148560.281387931579957,429728995.453219234943390,"5","2",0.4
"336","91790",West Covina,CA,"47670",8233.159999999999854,5.790000000000000,81213.831714171858039,161344714.764566242694855,"5","1",0.2
"337","91791",West Covina,CA,"35122",5242.090000000000146,6.700000000000000,88573.905034099385375,186663196.706462383270264,"5","1",0.2
"338","91792",West Covina,CA,"30882",8437.700000000000728,3.660000000000000,78859.257869383232901,101931097.883257418870926,"5","1",0.2
"339","91801",Alhambra,CA,"55374",12613.670000000000073,4.390000000000000,63539.961109416719410,122330029.119393736124039,"5","2",0.4
"340","91803",Alhambra,CA,"30897",9902.879999999999200,3.120000000000000,50354.298461401042005,86995766.976787388324738,"5","2",0.4
"379","92028",Fallbrook,CA,"48626",359.870000000000005,135.120000000000005,536328.408742144354619,3767219515.019058704376221,"5","2",0.4
"499","92313",Grand Terrace,CA,"12412",3438.230000000000018,3.610000000000000,54346.680728998850100,100686861.100549817085266,"4","0",0
"502","92316",Bloomington,CA,"32445",2925.610000000000127,11.090000000000000,94252.054965004470432,309425995.278748214244843,"4","2",0.5
"508","92324",Colton,CA,"58953",2136.750000000000000,27.590000000000000,264025.187684881617315,769180895.981295108795166,"4","1",0.25
"514","92335",Fontana,CA,"102826",5978.260000000000218,17.199999999999999,110924.518798036995577,479546275.915266275405884,"4","0",0
"515","92336",Fontana,CA,"97774",4727.949999999999818,20.680000000000000,128034.187308482942171,576537723.960486531257629,"4","1",0.25
"516","92337",Fontana,CA,"38870",2860.190000000000055,13.590000000000000,96829.716354727017460,378737991.812468707561493,"4","2",0.5
"529","92358",Lytle Creek,CA,"529",21.120000000000001,25.050000000000001,165788.770841804245720,698363868.078612565994263,"4","1",0.25
"535","92371",Phelan,CA,"18176",140.490000000000009,129.379999999999995,385646.157367322884966,3607197053.166182041168213,"4","2",0.5
"536","92372",Pinon Hills,CA,"5168",263.670000000000016,19.600000000000001,140001.867190390650649,546263617.815640926361084,"4","0",0
"539","92376",Rialto,CA,"82014",6203.779999999999745,13.220000000000001,108485.706012035327149,368529765.156601428985596,"4","0",0
"540","92377",Rialto,CA,"20572",2125.210000000000036,9.680000000000000,81103.905891380753019,270021920.353772163391113,"4","2",0.5
"551","92397",Wrightwood,CA,"6247",168.379999999999995,37.100000000000001,242013.649637595226523,1034065142.445281744003296,"4","4",1
"557","92407",San Bernardino,CA,"61245",345.860000000000014,177.080000000000013,760113.519295052741654,4937057501.440590858459473,"4","0",0
"559","92410",San Bernardino,CA,"52340",6359.659999999999854,8.230000000000000,136504.802924750634702,229576476.542499125003815,"4","1",0.25
"562","92501",Riverside,CA,"22062",3726.690000000000055,5.920000000000000,80845.571882142729010,165182876.699430227279663,"4","0",0
"563","92503",Riverside,CA,"92183",3228.829999999999927,28.550000000000001,232933.786834929022007,796034224.699404001235962,"4","2",0.5
"564","92504",Riverside,CA,"57165",2500.659999999999854,22.859999999999999,215284.115991971804760,637178620.886214256286621,"4","0",0
"565","92505",Riverside,CA,"49661",3941.349999999999909,12.600000000000000,108730.868347825919045,351220771.520255744457245,"4","1",0.25
"566","92506",Riverside,CA,"44982",2545.670000000000073,17.670000000000002,170368.281384488655021,492688295.452962934970856,"4","2",0.5
"567","92507",Riverside,CA,"61390",3548.550000000000182,17.300000000000001,199961.859659147070488,482187578.248751521110535,"4","0",0
"568","92508",Riverside,CA,"35779",2764.989999999999782,12.940000000000000,123968.329952068030252,360795832.449701070785522,"4","1",0.25
"569","92509",Riverside,CA,"80869",2614.579999999999927,30.930000000000000,130000.920871821130277,862448635.684607267379761,"4","2",0.5
"570","92518",March Air Reserve Base,CA,"1125",114.909999999999997,9.789999999999999,84672.685944454482524,272778325.102245867252350,"4","2",0.5
"572","92530",Lake Elsinore,CA,"55484",474.220000000000027,117.000000000000000,310228.150519402115606,3261330393.633223056793213,"4","1",0.25
"573","92532",Lake Elsinore,CA,"24369",1436.000000000000000,16.969999999999999,182844.269488487887429,473099610.467734813690186,"4","1",0.25
"584","92557",Moreno Valley,CA,"52275",2408.989999999999782,21.699999999999999,137672.903577367309481,604891688.497671127319336,"4","2",0.5
"589","92570",Perris,CA,"58658",564.559999999999945,103.900000000000006,392900.158132277487312,2896537038.204108715057373,"4","1",0.25
"602","92602",Irvine,CA,"26396",1824.190000000000055,14.470000000000001,135777.513750179787166,403440613.734984159469604,"4","1",0.25
"604","92604",Irvine,CA,"29115",8390.489999999999782,3.470000000000000,40453.696844401929411,96678796.209633678197861,"4","0",0
"605","92606",Irvine,CA,"23574",7483.810000000000400,3.150000000000000,66933.499638144552591,87784089.494165629148483,"4","1",0.25
"606","92610",Foothill Ranch,CA,"12125",1079.700000000000045,11.230000000000000,116434.023464081343263,313117850.829083621501923,"4","2",0.5
"607","92612",Irvine,CA,"30756",4618.020000000000437,6.660000000000000,82341.200888636463787,185825031.659438639879227,"4","1",0.25
"608","92614",Irvine,CA,"23932",5365.920000000000073,4.460000000000000,61698.966760187242471,124185285.236110791563988,"4","0",0
"610","92618",Irvine,CA,"33291",1323.700000000000045,25.149999999999999,176047.500912419345696,701211744.871805906295776,"4","0",0
"611","92620",Irvine,CA,"50781",8137.979999999999563,6.240000000000000,57449.178473903964914,174066003.703876197338104,"4","2",0.5
"612","92624",Capistrano Beach,CA,"7767",5178.000000000000000,1.500000000000000,54103.302998952654889,41749369.020606562495232,"4","1",0.25
"613","92625",Corona del Mar,CA,"12968",5187.199999999999818,2.500000000000000,63975.347392695621238,69610941.024305239319801,"4","3",0.75
"614","92626",Costa Mesa,CA,"52147",5471.880000000000109,9.529999999999999,84334.931883304219809,265497353.853809714317322,"4","1",0.25
"615","92627",Costa Mesa,CA,"66495",10105.620000000000800,6.580000000000000,87988.510451683017891,183451300.943556755781174,"4","2",0.5
"616","92629",Dana Point,CA,"27218",5234.229999999999563,5.200000000000000,73713.445774055537186,144918704.034941434860229,"4","2",0.5
"617","92630",Lake Forest,CA,"65036",6141.270000000000437,10.590000000000000,92528.174045796869905,295378367.826074838638306,"4","2",0.5
"619","92646",Huntington Beach,CA,"58716",6924.060000000000400,8.480000000000000,75574.317236974675325,236232564.681423991918564,"4","1",0.25
"620","92647",Huntington Beach,CA,"60476",7833.680000000000291,7.720000000000000,93615.719033850327833,215030732.118191182613373,"4","1",0.25
"621","92648",Huntington Beach,CA,"46935",5780.170000000000073,8.119999999999999,81922.359867898281664,226432192.270086675882339,"4","2",0.5
"622","92649",Huntington Beach,CA,"34577",6087.500000000000000,5.680000000000000,86288.907023559338995,158269187.645346879959106,"4","0",0
"623","92651",Laguna Beach,CA,"24729",1368.509999999999991,18.070000000000000,175223.351806615421083,503806741.485629916191101,"4","1",0.25
"624","92653",Laguna Hills,CA,"30006",4602.149999999999636,6.520000000000000,102096.572192021805677,181676294.533466666936874,"4","0",0
"625","92655",Midway City,CA,"8476",12842.420000000000073,0.660000000000000,34697.902427277018433,18335266.420692764222622,"4","1",0.25
"626","92656",Aliso Viejo,CA,"51339",5833.979999999999563,8.800000000000002,97177.053807802149095,245385660.812459141016006,"4","0",0
"627","92657",Newport Coast,CA,"11464",1266.740000000000009,9.050000000000001,113473.125672003545333,252373430.804485619068146,"4","1",0.25
"628","92660",Newport Beach,CA,"36090",3868.170000000000073,9.330000000000000,209175.954750105302082,260037699.452307522296906,"4","1",0.25
"629","92661",Newport Beach,CA,"4027",6195.380000000000109,0.650000000000000,39602.240128214587457,18002775.422212690114975,"4","2",0.5
"630","92662",Newport Beach,CA,"2939",13359.090000000000146,0.220000000000000,11726.721550011558065,6200371.126271961256862,"4","1",0.25
"631","92663",Newport Beach,CA,"23114",6778.300000000000182,3.410000000000000,83073.032954478083411,95053499.397969335317612,"4","1",0.25
"632","92672",San Clemente,CA,"38428",1172.660000000000082,32.770000000000003,188316.577793834032491,913653265.432030677795410,"4","0",0
"633","92673",San Clemente,CA,"31504",2681.190000000000055,11.750000000000000,97182.950636181412847,327566919.671383619308472,"4","0",0
"634","92675",San Juan Capistrano,CA,"37851",353.980000000000018,106.930000000000007,415085.930962285841815,2980805743.192957878112793,"4","0",0
"635","92676",Silverado,CA,"1937",39.310000000000002,49.270000000000003,195533.507120214926545,1373761281.250876426696777,"4","2",0.5
"636","92677",Laguna Niguel,CA,"69638",4177.439999999999600,16.670000000000002,137266.350815702084219,464850242.355701565742493,"4","0",0
"637","92679",Trabuco Canyon,CA,"33357",945.490000000000009,35.280000000000001,268539.356438654765952,983626477.300821065902710,"4","2",0.5
"638","92683",Westminster,CA,"95675",9625.250000000000000,9.940000000000000,150519.804475269484101,277099627.206637263298035,"4","0",0
"639","92688",Rancho Santa Margarita,CA,"46821",5150.829999999999927,9.090000000000000,107855.970304112925078,253390568.746238112449646,"4","1",0.25
"640","92691",Mission Viejo,CA,"48086",5451.930000000000291,8.820000000000000,104724.101766645573662,245960067.798313468694687,"4","0",0
"641","92692",Mission Viejo,CA,"49577",5023.000000000000000,9.869999999999999,128371.146676833333913,275212497.430869996547699,"4","1",0.25
"642","92694",Ladera Ranch,CA,"27492",3584.349999999999909,7.670000000000000,98093.486400209963904,213932879.221601992845535,"4","1",0.25
"644","92701",Santa Ana,CA,"55773",17108.279999999998836,3.260000000000000,49891.294239579066925,90967179.173700243234634,"4","1",0.25
"645","92703",Santa Ana,CA,"72169",17516.750000000000000,4.120000000000000,71776.235262854461325,114814441.326482981443405,"4","0",0
"646","92704",Santa Ana,CA,"91028",11977.370000000000800,7.600000000000000,93665.630784251698060,211759492.363349676132202,"4","0",0
"647","92705",Santa Ana,CA,"44148",3838.960000000000036,11.500000000000000,214195.702257513679797,320661989.805210053920746,"4","2",0.5
"648","92706",Santa Ana,CA,"40828",11665.139999999999418,3.500000000000000,67166.943779686771450,97557929.372069731354713,"4","1",0.25
"649","92707",Santa Ana,CA,"65110",12425.569999999999709,5.240000000000000,85036.331084300589282,146043488.008707582950592,"4","2",0.5
"650","92708",Fountain Valley,CA,"57737",6344.729999999999563,9.100000000000000,74542.370846239107777,253682219.187436491250992,"4","0",0
"651","92780",Tustin,CA,"59029",9137.620000000000800,6.460000000000000,90990.335590549802873,180168851.538713216781616,"4","1",0.25
"652","92782",Tustin,CA,"28952",5142.449999999999818,5.630000000000000,119337.251033993292367,157132775.110844016075134,"4","0",0
"653","92801",Anaheim,CA,"67301",11105.780000000000655,6.060000000000000,102824.422526576512610,168873286.917915016412735,"4","0",0
"654","92802",Anaheim,CA,"46482",10445.389999999999418,4.450000000000000,69343.056083036630298,123991984.537215188145638,"4","0",0
"655","92804",Anaheim,CA,"89002",12413.110000000000582,7.170000000000000,96786.601947929506423,199830840.098214417695999,"4","1",0.25
"656","92805",Anaheim,CA,"76119",11638.989999999999782,6.540000000000000,75727.078124953492079,182330527.319705903530121,"4","2",0.5
"657","92806",Anaheim,CA,"41608",5240.300000000000182,7.940000000000000,98845.078476902999682,221436972.316764056682587,"4","1",0.25
"658","92807",Anaheim,CA,"37564",3249.480000000000018,11.560000000000000,135766.429350055346731,322178660.356331944465637,"4","2",0.5
"659","92808",Anaheim,CA,"21019",583.049999999999955,36.049999999999997,187006.756663569976809,1004926585.891813874244690,"4","1",0.25
"660","92821",Brea,CA,"40210",3768.510000000000218,10.670000000000000,86894.363052679240354,297410829.613812148571014,"4","2",0.5
"661","92823",Brea,CA,"4864",455.860000000000014,10.670000000000000,88365.254522712697508,297575971.382197141647339,"4","2",0.5
"662","92831",Fullerton,CA,"36221",5918.460000000000036,6.120000000000000,65492.144827950156468,170695760.549803346395493,"4","1",0.25
"663","92832",Fullerton,CA,"26433",9682.420000000000073,2.730000000000000,44122.500968700624071,76149430.135898441076279,"4","0",0
"664","92833",Fullerton,CA,"56299",7340.159999999999854,7.670000000000000,75750.698107307587634,213912578.646671801805496,"4","1",0.25
"665","92835",Fullerton,CA,"25386",4376.899999999999636,5.800000000000000,90143.024785342844552,161689999.299600780010223,"4","0",0
"666","92840",Garden Grove,CA,"56937",10907.469999999999345,5.220000000000000,65834.725100271927658,145472579.524352699518204,"4","0",0
"667","92841",Garden Grove,CA,"34338",7481.050000000000182,4.590000000000000,81099.491837558845873,128030660.063427343964577,"4","1",0.25
"668","92843",Garden Grove,CA,"47663",12066.579999999999927,3.950000000000000,82827.403739122120896,110127492.868666261434555,"4","1",0.25
"669","92844",Garden Grove,CA,"24998",11736.149999999999636,2.130000000000000,46950.796401906940446,59193115.441021047532558,"4","1",0.25
"670","92845",Garden Grove,CA,"16829",7649.550000000000182,2.200000000000000,33745.008398196034250,61348564.964334532618523,"4","1",0.25
"671","92860",Norco,CA,"27486",1914.069999999999936,14.359999999999999,134945.003004103782587,400277037.996257483959198,"4","1",0.25
"672","92861",Villa Park,CA,"5729",2592.309999999999945,2.210000000000000,49352.009127261415415,61624644.000816702842712,"4","0",0
"673","92865",Orange,CA,"20663",5787.960000000000036,3.570000000000000,44171.410479615064105,99435762.953217759728432,"4","1",0.25
"674","92866",Orange,CA,"15466",7850.760000000000218,1.970000000000000,35286.874992368539097,55002788.543782681226730,"4","0",0
"675","92867",Orange,CA,"46306",5906.380000000000109,7.840000000000000,144295.798971513140714,218541574.556350380182266,"4","0",0
"676","92868",Orange,CA,"26880",7929.199999999999818,3.390000000000000,61099.822175122557383,94346735.777654439210892,"4","1",0.25
"677","92869",Orange,CA,"39397",2993.690000000000055,13.160000000000000,121243.959140909646521,366882875.291300356388092,"4","1",0.25
"678","92870",Placentia,CA,"53640",7876.649999999999636,6.810000000000000,117570.089724864403252,189821183.223161458969116,"4","1",0.25
"679","92879",Corona,CA,"48598",5099.479999999999563,9.529999999999999,98926.562425308336969,265467100.890064001083374,"4","0",0
"680","92880",Corona,CA,"74081",2962.059999999999945,25.010000000000002,229490.966840794804739,697352702.641111373901367,"4","0",0
"681","92881",Corona,CA,"31918",1369.869999999999891,23.300000000000001,219698.179742789128795,649785903.459374189376831,"4","0",0
"682","92882",Corona,CA,"70544",2631.260000000000218,26.809999999999999,156943.441391592001310,747231414.439365625381470,"4","1",0.25
"683","92883",Corona,CA,"33020",579.600000000000023,56.969999999999999,243375.199064018670470,1588065704.590388774871826,"4","1",0.25
"684","92886",Yorba Linda,CA,"51544",3457.010000000000218,14.910000000000000,137223.479470681864768,415759070.057086110115051,"4","1",0.25
"685","92887",Yorba Linda,CA,"21217",2306.199999999999818,9.199999999999999,106144.480184325264418,256666405.935673117637634,"4","2",0.5
"690","93012",Camarillo,CA,"37963",780.169999999999959,48.659999999999997,258521.859854044712847,1356335750.720788002014160,"4","1",0.25
"692","93015",Fillmore,CA,"18222",173.789999999999992,104.849999999999994,370046.503310194588266,2922971631.542818546295166,"4","0",0
"693","93021",Moorpark,CA,"38247",619.889999999999986,61.700000000000003,271630.637244677986018,1720064772.486337900161743,"4","2",0.5
"700","93040",Piru,CA,"2139",38.850000000000001,55.060000000000002,190337.230134491052013,1535048901.684586286544800,"4","3",0.75
"705","93063",Simi Valley,CA,"57944",1431.779999999999973,40.469999999999999,191367.706637458584737,1128199491.809334993362427,"4","0",0
"706","93065",Simi Valley,CA,"73936",1748.720000000000027,42.280000000000001,262730.945507116673980,1178538927.901961803436279,"4","1",0.25
"822","93510",Acton,CA,"8178",83.560000000000002,97.870000000000005,380147.798216468829196,2728519363.248764514923096,"4","0",0
"842","93543",Littlerock,CA,"13461",182.969999999999999,73.569999999999993,320424.002192431653384,2051193273.264204025268555,"4","0",0
"843","93544",Llano,CA,"1257",11.050000000000001,113.730000000000004,305444.404213393107057,3170602181.165898799896240,"4","0",0
"846","93550",Palmdale,CA,"78702",761.139999999999986,103.400000000000006,479702.698961866728496,2882510689.727036952972412,"4","1",0.25
"847","93551",Palmdale,CA,"54902",704.230000000000018,77.959999999999994,311861.417160236334894,2173256919.692126274108887,"4","1",0.25
"848","93552",Palmdale,CA,"41087",788.159999999999968,52.130000000000003,224542.946116160659585,1453118060.911480665206909,"4","1",0.25
"849","93553",Pearblossom,CA,"2115",107.359999999999999,19.699999999999999,137660.091438047616975,549039808.450364470481873,"4","3",0.75
"855","93563",Valyermo,CA,"278",0.910000000000000,307.170000000000016,947253.575540275895037,8563058552.316571235656738,"4","1",0.25
"856","93591",Palmdale,CA,"7786",90.090000000000003,86.420000000000002,305777.013888445508201,2409437311.092663288116455,"4","3",0.75
